gene_symbol,TCGA-91-6849-11A-01R-1949-07,TCGA-55-6982-11A-01R-1949-07,TCGA-73-4676-11A-01R-1755-07,TCGA-55-6980-11A-01R-1949-07,TCGA-50-5931-11A-01R-1858-07,TCGA-91-6828-11A-01R-1858-07,TCGA-49-6743-11A-01R-1858-07,TCGA-44-6147-11A-01R-1858-07,TCGA-44-2665-11A-01R-1758-07,TCGA-44-2657-11A-01R-1758-07,TCGA-38-4627-11A-01R-1758-07,TCGA-55-6970-11A-01R-1949-07,TCGA-50-5939-11A-01R-1628-07,TCGA-44-6778-11A-01R-1858-07,TCGA-38-4625-11A-01R-1758-07,TCGA-44-2668-11A-01R-1758-07,TCGA-38-4632-11A-01R-1755-07,TCGA-50-5933-11A-01R-1755-07,TCGA-55-6972-11A-01R-1949-07,TCGA-55-6985-11A-01R-1949-07,TCGA-49-6761-11A-01R-1949-07,TCGA-55-6984-11A-01R-1949-07,TCGA-44-6776-11A-01R-1858-07,TCGA-55-6975-11A-01R-1949-07,TCGA-55-6981-11A-01R-1949-07,TCGA-50-5935-11A-01R-1858-07,TCGA-44-2655-11A-01R-1758-07,TCGA-55-6979-11A-01R-1949-07,TCGA-44-2662-11A-01R-1758-07,TCGA-49-6744-11A-01R-1858-07,TCGA-49-6745-11A-01R-1858-07,TCGA-44-3396-11A-01R-1758-07,TCGA-44-6146-11A-01R-1858-07,TCGA-50-5930-11A-01R-1755-07,TCGA-44-2661-11A-01R-1758-07,TCGA-50-5936-11A-01R-1628-07,TCGA-44-5645-11A-01R-1628-07,TCGA-55-6971-11A-01R-1949-07,TCGA-44-3398-11B-01R-1758-07,TCGA-44-6144-11A-01R-1755-07,TCGA-44-6145-11A-01R-1858-07,TCGA-91-6829-11A-01R-1858-07,TCGA-91-6836-11A-01R-1858-07,TCGA-49-6742-11A-01R-1858-07,TCGA-55-6969-11A-01R-1949-07,TCGA-55-6986-11A-01R-1949-07,TCGA-38-4626-11A-01R-1758-07,TCGA-91-6847-11A-01R-1949-07,TCGA-49-4490-11A-01R-1858-07,TCGA-49-4512-11A-01R-1858-07,TCGA-91-6835-11A-01R-1858-07,TCGA-50-6595-11A-01R-1858-07,TCGA-55-6978-11A-01R-1949-07,TCGA-55-6983-11A-01R-1949-07,TCGA-91-6831-11A-02R-1858-07,TCGA-44-6777-11A-01R-1858-07,TCGA-55-6968-11A-01R-1949-07,TCGA-50-5932-11A-01R-1755-07,TCGA-44-6148-11A-01R-1858-07,TCGA-55-8513-01A-11R-2403-07,TCGA-97-8177-01A-11R-2287-07,TCGA-53-7626-01A-12R-2066-07,TCGA-91-8497-01A-11R-2403-07,TCGA-44-3919-01A-02R-1107-07,TCGA-99-7458-01A-11R-2039-07,TCGA-44-6146-01A-11R-A278-07,TCGA-55-8208-01A-11R-2241-07,TCGA-75-7030-01A-11R-1949-07,TCGA-86-8671-01A-11R-2403-07,TCGA-55-8087-01A-11R-2241-07,TCGA-S2-AA1A-01A-12R-A39D-07,TCGA-97-8174-01A-11R-2287-07,TCGA-97-7552-01A-11R-2039-07,TCGA-93-A4JP-01A-11R-A24X-07,TCGA-86-A4P7-01A-11R-A24X-07,TCGA-MP-A4TJ-01A-51R-A262-07,TCGA-86-8668-01A-11R-2403-07,TCGA-55-7284-01B-11R-2241-07,TCGA-55-8206-01A-11R-2241-07,TCGA-93-A4JN-01A-11R-A24X-07,TCGA-05-5429-01A-01R-1628-07,TCGA-93-7348-01A-21R-2039-07,TCGA-55-8097-01A-11R-2241-07,TCGA-69-8254-01A-11R-2287-07,TCGA-05-4433-01A-22R-1858-07,TCGA-69-7761-01A-11R-2170-07,TCGA-97-A4M1-01A-11R-A24X-07,TCGA-86-8056-01A-11R-2241-07,TCGA-55-8619-01A-11R-2403-07,TCGA-55-8299-01A-11R-2287-07,TCGA-55-8207-01A-11R-2241-07,TCGA-55-A57B-01A-12R-A39D-07,TCGA-97-8172-01A-11R-2287-07,TCGA-55-7728-01A-11R-2187-07,TCGA-NJ-A55A-01A-11R-A262-07,TCGA-55-6987-01A-11R-1949-07,TCGA-86-8076-01A-31R-2241-07,TCGA-38-A44F-01A-11R-A24H-07,TCGA-05-4249-01A-01R-1107-07,TCGA-86-A4P8-01A-11R-A24X-07,TCGA-75-7025-01A-12R-1949-07,TCGA-69-8453-01A-12R-2326-07,TCGA-55-8204-01A-11R-2241-07,TCGA-44-2657-01A-01R-1107-07,TCGA-67-4679-01B-01R-1755-07,TCGA-44-2661-01A-01R-1107-07,TCGA-55-A48X-01A-11R-A24H-07,TCGA-55-8512-01A-11R-2403-07,TCGA-93-7347-01A-11R-2187-07,TCGA-55-6971-01A-11R-1949-07,TCGA-64-1681-01A-11R-2066-07,TCGA-MP-A4TH-01A-31R-A262-07,TCGA-50-5942-01A-21R-1755-07,TCGA-L4-A4E6-01A-11R-A24H-07,TCGA-44-2666-01A-01R-0946-07,TCGA-05-4403-01A-01R-1206-07,TCGA-97-7553-01A-21R-2039-07,TCGA-55-6984-01A-11R-1949-07,TCGA-50-8459-01A-11R-2326-07,TCGA-97-7546-01A-11R-2039-07,TCGA-55-6983-01A-11R-1949-07,TCGA-97-7547-01A-11R-2039-07,TCGA-73-7498-01A-12R-2187-07,TCGA-55-7573-01A-11R-2039-07,TCGA-93-A4JO-01A-21R-A24X-07,TCGA-69-7974-01A-11R-2187-07,TCGA-99-AA5R-01A-11R-A39D-07,TCGA-50-8457-01A-11R-2326-07,TCGA-44-7659-01A-11R-2066-07,TCGA-44-5645-01A-01R-1628-07,TCGA-44-6146-01A-11R-1755-07,TCGA-55-7574-01A-11R-2039-07,TCGA-44-6147-01A-11R-1755-07,TCGA-97-8552-01A-11R-2403-07,TCGA-J2-A4AE-01A-21R-A24H-07,TCGA-97-A4M5-01A-11R-A24X-07,TCGA-44-6148-01A-11R-1755-07,TCGA-55-6985-01A-11R-1949-07,TCGA-86-8280-01A-11R-2287-07,TCGA-55-8621-01A-11R-2403-07,TCGA-91-6835-01A-11R-1858-07,TCGA-97-7941-01A-11R-2187-07,TCGA-49-AARR-01A-11R-A41B-07,TCGA-97-A4M7-01A-11R-A24X-07,TCGA-38-4626-01A-01R-1206-07,TCGA-55-7816-01A-11R-2170-07,TCGA-78-7540-01A-11R-2066-07,TCGA-97-A4M2-01A-12R-A24X-07
CSTL1,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,4.2647669929,4.2552875789,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,4.0841161596,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,4.4595394656,4.2567664302,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,4.3706112556,3.7753563044,3.7753563044,3.7753563044,4.2728010851,3.7753563044,5.6248317976,4.0672601702,3.7753563044,3.7753563044,4.0841770075,3.7753563044,4.2521177767,4.5299763071,4.1688206285,5.2076997885,3.7753563044,4.172617806,3.7753563044,3.7753563044,4.7670406488,4.6741650643,4.2413779576,4.2149948647,4.0667391219,3.7753563044,3.7753563044,4.1858379533,4.7634657594,3.7753563044,4.2554483537,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,5.0991390666,3.7753563044,4.8846854066,4.4367335461,4.7454767605,3.7753563044,3.7753563044,4.3337404819,4.3995809787,3.7753563044,4.5357383677,4.1605859689,4.5522477071,4.7140155311,3.7753563044,3.7753563044,5.343766992,4.6481771106,3.7753563044,3.7753563044,3.7753563044,4.1422167332,3.7753563044,3.7753563044,3.7753563044,3.7753563044,4.1212561372,3.7753563044,3.7753563044,3.7753563044,3.7753563044,4.5060583316,4.6167230978,4.1994798453,4.8568462672,3.7753563044,5.8668341881,4.5673498707,3.7753563044,3.7753563044,3.7753563044,4.703146224,4.8923585629,4.1828384554,3.7753563044,5.9260877779,4.5541442659,4.7805618364,4.7039459737,4.3187269256,3.7753563044,4.3116038032,4.4449283124,4.2491903457,3.7753563044,4.2538996379,4.2559352023,6.3461550654
CT45A1,3.7753563044,3.7753563044,4.3111986069,3.7753563044,4.4717774118,3.7753563044,4.4334594755,4.619215945,4.599403358,5.2461829425,3.7753563044,4.2541272139,4.6836698507,5.8828127336,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,4.1154975892,3.7753563044,4.1099294693,3.7753563044,3.7753563044,6.4345013888,5.1685632777,5.9540647211,3.7753563044,4.9293405765,4.4142877534,3.7753563044,3.7753563044,3.7753563044,3.7753563044,5.2298816377,5.425472628,4.7745801486,3.7753563044,4.1033500352,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,4.0568510033,3.7753563044,3.7753563044,5.889225953,4.7981466095,4.2087131686,4.5763771664,3.7753563044,3.7753563044,4.9422591125,3.7753563044,3.7753563044,3.7753563044,4.1279695848,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,4.2040569908,3.7753563044,3.7753563044,4.5729639884,4.3900038764,3.7753563044,3.7753563044,3.7753563044,4.2783529034,3.7753563044,3.7753563044,3.7753563044,4.1853007019,3.7753563044,3.7753563044,3.7753563044,4.8949326279,3.7753563044,3.7753563044,4.3889809671,3.7753563044,4.0892007851,3.7753563044,3.7753563044,3.7753563044,4.0711264149,3.7753563044,3.7753563044,3.7753563044,4.2704960145,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,4.2927963584,3.7753563044,5.0673702038,3.7753563044,4.0734117929,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,8.3474651721,3.7753563044,3.7753563044,3.7753563044,3.7753563044,4.3332768632,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,4.3187269256,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,4.2559352023,4.7663743966
CT45A10,3.7753563044,4.2306996865,3.7753563044,3.7753563044,4.4717774118,3.7753563044,4.2427045633,4.8018738848,4.1155751007,5.2935707354,3.7753563044,3.7753563044,5.776555275,6.2580283762,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,4.1154975892,3.7753563044,4.1099294693,3.7753563044,3.7753563044,6.3127607825,4.2557924616,4.701516303,4.3290189227,4.9884005878,4.4142877534,3.7753563044,3.7753563044,3.7753563044,3.7753563044,4.759508538,5.1222484901,4.7029969055,3.7753563044,3.7753563044,3.7753563044,3.7753563044,4.2251132157,3.7753563044,3.7753563044,3.7753563044,4.0568510033,4.1165504915,4.2645083085,6.21956199,5.7146949756,3.7753563044,4.3453525401,3.7753563044,3.7753563044,4.3706112556,4.2721643754,3.7753563044,3.7753563044,4.1279695848,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,4.0841770075,4.326530867,3.7753563044,3.7753563044,3.7753563044,4.1728251698,4.5125753429,3.7753563044,4.5786322586,4.2397351473,4.2784648963,3.7753563044,3.7753563044,4.0868266987,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,4.4512479453,3.7753563044,5.2874362943,3.7753563044,3.7753563044,3.7753563044,3.7753563044,5.3841353817,4.0429332378,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,4.1263277022,3.7753563044,4.318558906,3.7753563044,3.7753563044,3.7753563044,4.1356820441,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,4.3412341075,4.0967152673,4.2897923892,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,4.1436242882,4.1763331826,3.7753563044,3.7753563044,7.8345610593,3.7753563044,3.7753563044,3.7753563044,3.7753563044,4.4565861309,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,4.6271611693,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,4.1159586742,4.4828598717
CT83,4.5907759314,3.7753563044,3.7753563044,4.2979522649,4.4717774118,4.2276490863,4.6983245159,4.8018738848,3.7753563044,3.7753563044,5.2783606741,4.2541272139,4.5651366225,4.3750123484,4.2608112743,3.7753563044,3.7753563044,4.831020447,4.4642476579,3.7753563044,3.7753563044,3.7753563044,4.2453380236,4.5190366635,4.2814032464,4.2557924616,4.0887881355,4.3290189227,4.1691311835,3.7753563044,3.7753563044,4.0841161596,3.7753563044,4.2800036145,3.7753563044,4.238808457,4.3170167256,4.2198239995,4.1033500352,3.7753563044,4.2407971403,3.7753563044,4.4683328534,3.7753563044,4.2584248633,4.0568510033,4.4530870924,4.2645083085,4.2444267987,4.913244212,3.7753563044,4.1058651395,3.7753563044,4.5065414264,4.3706112556,4.2721643754,4.2662251151,4.4870314011,3.7753563044,4.2323166135,7.4581744455,9.3562099902,7.2841802739,7.7033402972,4.0841770075,9.7458923555,8.8385860363,3.7753563044,5.6204404153,5.861807549,3.7753563044,7.5328318904,3.7753563044,4.3428937825,8.5216497178,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,4.7647206714,3.7753563044,4.0541908373,4.8301821119,3.7753563044,4.137397654,7.7414174308,4.3611006353,8.4108181302,8.8528367495,4.0892007851,9.0616880983,4.245049481,3.7753563044,8.0382764801,7.6782003705,4.4571488334,4.3169909327,4.1263277022,3.7753563044,4.8436177868,4.1261411439,4.2010351386,4.3612478586,4.1356820441,4.2933322573,3.7753563044,7.1543152117,8.9375642692,4.1082656721,6.8426278003,4.2088484297,4.3412341075,5.5637488116,8.654211638,3.7753563044,4.8914864675,3.7753563044,5.1945032843,4.0853586571,4.1436242882,4.3406274239,3.7753563044,4.1433548324,8.9111777513,6.7964857287,3.7753563044,8.0385736441,3.7753563044,9.6671094241,7.5168054828,5.0552323802,4.476561997,3.7753563044,8.8610902214,3.7753563044,4.2321361649,5.5506188857,4.9636850594,8.8541539329,9.3393368174,4.4449283124,4.1111569854,5.4007875921,3.7753563044,4.5301001184,5.6597516683
CTHRC1,6.8339650707,7.820102809,7.5008226695,6.8190886958,6.9089036361,6.9491078092,9.2658109722,7.3647388144,9.9783172344,7.8127359734,10.5163898506,7.0665347672,8.1818087762,7.3165478542,7.545377183,7.5610446497,6.7497881161,6.3908296716,7.2765221999,7.0556148496,6.5292925401,7.000045091,7.0870355036,6.8458662976,8.7720001353,8.4458143744,8.2440061017,8.4232429059,8.1515995747,8.9557826262,7.8518952706,8.3866647474,7.6378203772,6.6436184088,10.7918830032,6.6171068939,7.6598262913,7.5201076799,7.7084973634,7.1908410214,7.4461216868,6.1921627785,6.3180190291,8.7738540434,8.3134272711,7.2695435477,6.9125320418,6.2434972696,8.1030603491,9.4581636234,8.9586822556,6.9202224913,6.0953608403,8.3760853119,7.1244214313,8.3885474676,7.3706763405,7.0184156012,7.6069363956,8.842911333,11.7584610546,9.5858839532,8.8077896096,11.5117175204,11.5682445971,7.4762156777,12.4673050077,13.215655266,11.3228809584,9.9999481459,11.5177959717,10.2897490997,8.5352277848,10.1690087154,9.492202522,11.6307573983,11.1140814296,10.4620530611,9.6286752974,11.6855341876,12.3845097913,12.1794835224,9.7241998462,9.0894409665,8.0098054884,11.7603293594,8.1284278983,9.4317830681,9.9571312935,12.4576673192,11.6344855284,10.3852948053,9.9627973753,8.0557260204,8.9689668027,11.5325199811,10.6999932997,11.2592238824,10.0439499404,6.7971486781,10.2998313219,9.4869460095,12.01473245,10.6909687149,9.058031141,12.0326856314,10.0884826333,6.8796897906,11.4021600989,10.8077552464,11.1964118468,9.2467095306,9.1135609282,9.097214007,9.2142998143,11.0478584539,9.3537867164,10.0200288822,14.3148123634,10.1382941705,11.5249315601,10.225233646,9.5269685133,9.5971104339,11.2181165386,10.8762436292,9.7186270539,9.4922640688,9.0423950389,8.6386712963,7.2735991497,11.9907687529,10.5885307204,9.2393224487,8.0862760839,10.6601106599,7.6228311358,12.1337902039,11.0953625995,10.7068325067,11.1539311805,10.420653768,8.3357438555,10.4994435262,10.5554077139,10.4953945617,9.1777369946,7.6400008116
CTSE,8.8725179752,13.119593327,13.1525082751,11.4012826307,11.2997054783,12.4929100614,12.2744490438,13.0805063924,12.9248652424,12.7539524301,13.6595468061,11.9243884256,11.5147048409,11.2169979896,12.7076065949,13.846820414,13.2788499246,12.9236794443,11.0751913021,11.7392139727,12.250638197,13.1980683561,11.7708768613,12.0466692993,10.8266704281,12.4511776845,10.6386403854,13.6345456176,11.6186831346,12.2852909701,11.8322932706,12.2673196921,12.3135128304,12.6284845104,13.6720611332,11.5049702207,9.9470263241,12.265228526,12.6997292043,12.373781009,13.2957813587,12.6937586926,12.1364048037,14.217976661,12.8847494573,10.4672984844,12.5600854128,11.6719961257,10.5500286578,13.9621638228,14.3418355245,11.3084844134,11.8393772866,13.2830691068,10.882643303,13.0536283436,12.568085558,11.3421480632,9.584623576,16.1305638367,12.4401796212,16.3023706752,12.0007799816,14.2903781019,15.0950439233,17.0828232178,13.284520777,15.4580016176,12.0758925901,11.5559343032,15.9773905932,14.8922450086,16.637308386,11.5422218319,11.6697319282,11.8988939158,14.2189289789,16.7626988086,8.2960392501,12.1010858351,17.4002101243,14.0522494145,13.6201662896,15.9859092032,16.7717486869,16.366983592,11.0515204583,12.8136551403,16.2118686008,14.5951652648,10.1280874099,15.3384222896,12.5058930262,14.5995339101,11.0342712386,13.0025270747,14.7177473589,15.3058929261,12.9981570336,12.6028767365,12.0418078196,16.3079288073,9.7458116959,12.5978900543,14.932331301,14.2283689036,13.3619231164,11.1928472664,15.8537257318,13.1087479553,13.2461109596,14.835355613,11.3720598318,13.8181117001,15.0506853267,17.376746438,12.5105166998,17.4239317111,14.3563898369,12.8961025324,13.8287168636,11.3851070867,11.9323145575,14.7437923227,12.6261350529,15.3848691025,11.1683922781,14.4652949539,15.0334891497,13.5148074729,17.7129763378,15.0014682861,11.5037414926,11.3937303544,12.6549782243,13.2225036755,11.6633455386,11.6642217399,10.865976697,13.4838889417,9.7380276216,13.8890317632,10.9001330801,12.0925435115,14.7153126357,13.5898797561,17.2922253378,12.9875353066
CTSLP8,5.1535709216,4.7774968702,4.8295981252,4.8043234453,4.6242986098,4.4124288078,5.3257039165,5.1429862637,5.2702680223,4.7611910591,4.1939947228,4.2541272139,5.0403157588,4.9505577616,5.0262630857,5.379404051,3.7753563044,5.0549560512,5.330020084,5.5832989793,4.830605342,5.1098432971,5.2728712801,5.4442026818,4.9854879212,4.8309128341,5.1909051124,4.553693533,4.5558018168,4.2289793982,4.2271682555,4.7357721967,3.7753563044,4.2800036145,5.1871001106,5.3137805707,4.840681731,5.3635653547,4.7935361394,4.2188784998,5.3198692761,7.0585945763,5.1249239154,4.5294417961,5.4326008844,4.6948103587,5.0572864232,5.1166876979,4.2444267987,5.1943842335,4.2087131686,4.8010643004,4.9179709129,5.1954043357,5.2908073613,4.4745624339,6.6777861583,4.7721095164,4.9176800461,4.2323166135,4.0837968948,4.0672601702,4.3836037824,3.7753563044,4.0841770075,3.7753563044,4.2521177767,3.7753563044,4.1688206285,4.0568521916,3.7753563044,4.172617806,3.7753563044,4.2397351473,4.5649846637,3.7753563044,3.7753563044,4.3947398039,4.1867394456,3.7753563044,3.7753563044,3.7753563044,4.0657166548,4.0541908373,3.7753563044,3.7753563044,5.4879718093,4.3361020035,5.1655881676,3.7753563044,4.3314979652,4.5962310094,4.2374992533,4.5819404532,4.2672214116,3.7753563044,4.1099972303,4.1714177286,3.7753563044,4.9125958654,4.0887698341,4.6269021494,3.7753563044,3.7753563044,3.7753563044,4.283626672,3.7753563044,4.3323678484,4.1179676049,4.2576176606,3.7753563044,4.1422167332,3.7753563044,3.7753563044,3.7753563044,4.0734117929,4.6779236266,3.7753563044,5.0371092697,4.1436205771,4.0853586571,3.7753563044,4.2656697515,3.7753563044,4.2943931169,3.7753563044,6.0157986041,3.7753563044,4.2441260348,3.7753563044,3.7753563044,3.7753563044,3.7753563044,4.9028141848,4.4658200538,4.5270574345,4.1682798938,4.2321361649,3.7753563044,5.2121330892,3.7753563044,4.4650544835,5.0291925402,3.7753563044,4.1525697137,3.7753563044,4.3626053225,5.7104428811
CXCL13,7.6875946566,7.0878761605,6.6993710843,6.2788770557,4.6242986098,5.7085963192,4.6983245159,4.9528809938,7.7718115069,14.136542571,5.9706777564,10.1563952574,4.786890399,6.4934932944,5.6018924762,6.5977797334,9.0713373718,5.1196582842,4.9474198796,8.2053088144,4.830605342,5.9197062398,4.9027624409,8.8867955832,6.6987161045,4.9268183157,5.8551592423,10.4440309891,5.4838643682,5.0953157632,6.0251590084,9.3918621706,5.0979652569,3.7753563044,4.4266554005,4.5713982092,4.6245245362,5.0701446872,5.6854844328,5.3077449007,6.7688114287,6.3227988903,6.1248547248,6.0874766344,9.5373070978,7.54635381,7.0029167395,5.3920310923,8.0402558669,7.3607823951,9.1256232606,5.8408901834,6.9879970217,8.1661015537,8.8954584413,10.9822970206,12.0195554385,4.4870314011,5.3203630717,10.7655715474,10.1394750875,11.8556298346,11.6528672126,10.5948082738,9.7254702463,4.7189273942,11.9605525844,10.470101104,12.4844387404,5.4798000805,11.1636536316,9.5670303542,12.3834764124,12.5682658065,10.3004666935,12.9630501,9.501199702,7.0620254052,7.139053398,11.5573509641,7.8252671512,10.8565550262,10.266269774,9.8693615054,7.884197157,10.6902636204,5.5183111182,9.0520999915,10.120281845,10.0813431906,8.1084133004,5.857513274,11.9669857553,11.3531812621,12.604814773,12.462757879,11.4079768929,12.4954282676,9.2626067017,7.0869201652,10.6058103337,11.3264623313,8.8850756236,13.4703295076,7.0364456202,12.0509002654,12.6956591552,5.4518142919,10.9042849832,11.4373411165,10.3581401787,12.7146006684,8.2326199482,8.7703168973,7.0562036308,8.1803475859,10.5778145262,9.4524830051,9.782658852,10.7557255026,13.5643868246,9.8688695222,9.5931113785,11.6014527457,12.0410181958,8.7955094508,12.5923330846,10.4264470084,9.232882264,10.9499526264,4.9348166581,12.6702735704,12.010848749,10.2902841623,10.9997248486,9.3791209531,10.2977549256,10.6030461417,10.322425204,8.1755627327,11.7258128829,9.4368762139,11.0479608334,10.6549021156,7.5387853988,8.4320141027,8.5178576981,9.0863550557
CXCL14,8.8016077241,8.0994681391,6.8526156278,7.9234486766,5.6833944952,6.8665328174,8.5775260834,9.1560720296,7.9300493725,11.0376090802,9.1142294818,8.7075790607,6.8159265438,6.3701095049,7.4183603189,8.6503490947,9.7989190039,7.8354164781,8.2153631432,7.7610533201,7.9015909972,6.5918019994,7.6609522984,7.6664108942,8.0863666263,9.5576309496,9.06710791,9.5065663646,10.0070508487,7.7194734057,8.9839063359,8.7048402651,9.1068931335,7.175610569,9.5543391528,6.0738089929,8.3642557203,8.9617291847,9.0906813991,6.2692007306,7.858947164,6.6726798264,7.6229221151,8.373739352,9.3614730236,7.5903066125,8.0425415007,5.9273636647,8.064130768,9.7918207019,11.1908499121,7.0291202639,6.7003672389,6.6047034461,7.5296650873,10.18851394,9.8434110534,7.7610875923,8.6678833103,10.0897258428,12.3084298099,8.9675708909,11.6328068449,15.7627221044,16.6934184366,9.4776115479,14.002233939,11.4863925809,10.2022450811,10.2246844892,12.23231891,8.8291761944,11.6288918217,6.6842047375,12.7489964134,11.3352534647,12.5074272742,9.1590317341,8.9414339684,10.5230122372,10.8621228191,10.8267236691,11.2601289631,9.7228495562,8.2898710351,10.0827645489,8.9616598251,13.238153616,10.2828283863,11.3945055375,15.6404166137,8.3199028914,11.5199749034,12.0360526601,10.870541108,11.1172164656,10.185686854,10.4100845461,10.9177516005,8.9257454656,11.3856389395,10.5568267154,9.34846083,13.044248485,7.6798515486,12.9397593089,12.8043658139,10.4864640373,16.8716348235,9.1681998135,10.1964418423,12.8203047701,10.4664197677,10.9510756932,11.7045279228,12.8960000139,8.8858860119,9.6816460506,11.0555739243,10.5431888723,12.9421401618,13.7799019867,9.6429637909,12.767282055,9.2990595898,7.3426731522,10.152544544,16.8299009134,15.4559767228,12.0534275897,10.1983095631,11.4584901561,13.4645866477,11.2177318615,11.621854545,9.1625444625,12.2462302905,13.1515127072,10.9803407755,9.4598909576,10.3662926653,10.5136156093,10.1334393862,10.5112786402,11.4656217321,12.8869901993,11.0121610358,9.3579673911
CXCL2,13.2557654002,10.3513340052,13.0408182706,10.3944469087,14.6447134559,13.1151792504,11.6699007401,13.5713018795,12.3526709415,12.5972030054,11.0985275721,13.230886278,15.0151732968,16.0948503797,12.7143419375,12.0665697894,11.453758709,14.5548709016,13.382236308,14.5246258533,10.7891643844,12.5288691162,14.5798019973,12.2911196,12.9592945528,10.1312035391,13.0788920752,14.4591268766,14.8394029109,10.9664963753,11.2154090774,11.6411811357,12.3905324454,10.132255604,11.6479769069,15.5853963125,10.2555620619,11.7102498236,9.371902637,11.7979952034,13.6241699997,9.1179829268,13.5589780155,12.472585741,13.0609457316,13.3306908328,13.117675328,10.4066779074,9.7202048786,7.7830957022,9.7185491967,10.6516905215,10.8370358985,13.0400844023,12.7647726591,10.1136058164,10.7567548254,11.453912141,10.9047918015,11.382835383,9.819553862,13.0741934686,10.7098518008,9.7353178895,10.1087980072,10.6576243976,9.0089681725,10.9029739612,9.812656661,7.9348325666,10.8509522756,9.4988485645,8.4150000465,11.7899974049,11.7295575639,12.9393022084,8.2726742243,10.4382644724,10.6074626534,10.9853128174,9.121238376,13.0545704286,10.017846204,11.4947198867,9.6953661468,9.2703758835,9.9541870465,10.278691803,11.4645239619,11.8541584299,11.3596669981,11.9785103546,10.0547450105,10.4884136216,8.9643290142,10.9028727632,11.9259430069,11.7649843208,9.1094271574,11.6625404222,9.0564309797,10.2820048855,9.7084132547,7.9725945986,10.6336400379,10.9379087498,9.1374603291,12.490605712,9.0702835031,10.9247040212,9.6114110784,11.1260561867,9.4325671007,13.3017549371,11.9541312201,9.0946107367,12.8879349016,11.8692295045,7.5983856853,9.6702599186,10.1489232318,8.8603343774,8.6050881849,8.9835005241,9.3769621152,10.8437028644,13.9874154878,8.316300655,10.885047859,9.1591083259,9.8868701069,11.7444266657,8.62213209,9.7195481731,12.7129119927,10.4612222287,10.2476935683,12.0789958459,9.3760572199,10.2021356767,9.3476232749,10.6180308899,10.9491643948,9.4389256637,12.3487573583,7.9533369171,8.3716566236,10.9852065884
